epoch,accuracy,f1,loss,lr,precision,recall
0,0.11565009504556656,0.002182535594329238,0.20132268965244293,0.0004998775,0.16605086624622345,0.013497507199645042
1,0.11054644733667374,0.004950543865561485,0.1004360020160675,0.00049975497,0.2110908478498459,0.0025078265462070704
2,0.0999274030327797,0.05734819173812866,0.09565574675798416,0.00049963244,0.3801291286945343,0.031830377876758575
3,0.09290582686662674,0.15403643250465393,0.09120375663042068,0.0004995099,0.42715752124786377,0.09431012719869614
4,0.08462730050086975,0.19061219692230225,0.08831139653921127,0.0004993874,0.4481564462184906,0.12149374186992645
5,0.08191836625337601,0.21527527272701263,0.08618485182523727,0.00049926486,0.46457844972610474,0.14057263731956482
6,0.07720480859279633,0.23044085502624512,0.08458076417446136,0.00049914233,0.4606192708015442,0.1540042906999588
7,0.07219868153333664,0.2437734603881836,0.08310047537088394,0.0004990198,0.4747115671634674,0.16434116661548615
8,0.0690779834985733,0.2577205300331116,0.08183804154396057,0.0004988973,0.47047993540763855,0.17795704305171967
9,0.06669411808252335,0.2641810476779938,0.08075813949108124,0.00049877475,0.4705169200897217,0.18399851024150848
10,0.06477618962526321,0.2780928313732147,0.07984495908021927,0.0004986522,0.47727352380752563,0.1965584009885788
11,0.0627824068069458,0.28502747416496277,0.07907447218894958,0.0004985297,0.48161688446998596,0.20278508961200714
12,0.05935830622911453,0.29329487681388855,0.07825250178575516,0.0004984072,0.48200780153274536,0.21117079257965088
13,0.05908741056919098,0.2990771234035492,0.0776410698890686,0.00049828464,0.4773322343826294,0.21812549233436584
14,0.058556459844112396,0.3067290782928467,0.07691258192062378,0.0004981621,0.4863174855709076,0.22446344792842865
15,0.05778712034225464,0.30764296650886536,0.07670407742261887,0.0004980396,0.484573632478714,0.22576920688152313
16,0.05594504252076149,0.31509968638420105,0.07603277266025543,0.00049791706,0.4832272529602051,0.2341824173927307
17,0.055284060537815094,0.3228801190853119,0.07542460411787033,0.00049779454,0.49113965034484863,0.24094270169734955
18,0.055143196135759354,0.32627469301223755,0.07491707801818848,0.000497672,0.490739643573761,0.24469977617263794
19,0.05424382537603378,0.32968825101852417,0.07461157441139221,0.0004975495,0.4911596179008484,0.2484339326620102
20,0.052997712045907974,0.33346495032310486,0.07418642938137054,0.00049742695,0.490256130695343,0.253139853477478
21,0.052488431334495544,0.3388218581676483,0.0737391859292984,0.0004973044,0.5004314184188843,0.2565441429615021
22,0.053810395300388336,0.3420862853527069,0.07344578951597214,0.0004971819,0.49806472659111023,0.2608930766582489
23,0.05290019139647484,0.34642890095710754,0.07302507758140564,0.0004970594,0.5010340213775635,0.2651706337928772
24,0.05267263948917389,0.34928736090660095,0.07272867113351822,0.00049693685,0.5025143623352051,0.26806342601776123
25,0.05063551664352417,0.350923091173172,0.07246004790067673,0.0004968143,0.5030010938644409,0.2699335217475891
26,0.052228376269340515,0.355755478143692,0.07218893617391586,0.0004966918,0.5080536603927612,0.27404552698135376
27,0.05065719038248062,0.3620252311229706,0.071579210460186,0.00049656926,0.5130919814109802,0.28020283579826355
28,0.05000704154372215,0.3606123924255371,0.07150651514530182,0.00049644674,0.5115591883659363,0.27895134687423706
29,0.050332117825746536,0.37076541781425476,0.07096491754055023,0.0004963242,0.5237352848052979,0.2874867022037506
30,0.049942027777433395,0.3691146969795227,0.07081455737352371,0.0004962017,0.5148698091506958,0.2881115674972534
31,0.04954110458493233,0.37331995368003845,0.07050229609012604,0.00049607916,0.522013783454895,0.2911158800125122
32,0.050689697265625,0.37347233295440674,0.07035180926322937,0.0004959566,0.5192053914070129,0.2920754849910736
33,0.05035378783941269,0.3774513304233551,0.07006996124982834,0.0004958341,0.5249319076538086,0.29506710171699524
34,0.049768656492233276,0.3805089592933655,0.06972740590572357,0.0004957116,0.5276810526847839,0.29813286662101746
35,0.05051632225513458,0.38360071182250977,0.06962182372808456,0.00049558905,0.5293679237365723,0.30123722553253174
36,0.048446692526340485,0.3869873881340027,0.0692528560757637,0.0004954665,0.5357300639152527,0.3033803403377533
37,0.05029960721731186,0.3875312805175781,0.06916963309049606,0.000495344,0.5353200435638428,0.30411940813064575
38,0.0488259457051754,0.388363778591156,0.0689583495259285,0.00049522147,0.5334954857826233,0.3057422935962677
